textID,text,len_names,IbnSad_cnt,names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف حدثنا الحسين بن الفهم أنا محمد بن سعد أنا علي بن عبد الحميد المعني حدثنا عمران بن خالد عن ثابت البناني قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري نا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف حدثنا الحسين بن الفهم أنا محمد بن سعد أنا علي بن محمد عن شعبة عن محمد السنبلاني قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أخبرنا أبو محمد الجوهري أخبرنا أبو عمر بن حيوية أخبرنا أحمد بن معروف حدثنا الحسين بن الفهم حدثنا محمد بن سعد أنبأنا محمد بن عمر حدثني داود بن جبيرة عن عطاء بن أبي مروان قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أخبرنا أبو محمد الجوهري أخبرنا أبو عمر بن حيوية أخبرنا أحمد بن معروف بن بشر الخشاب حدثنا الحسين بن محمد بن عبد الرحمن بن الفهم أخبرنا محمد بن سعد أخبرنا محمد بن عمر حدثنا عبد الله بن الحارث بن الفضيل عن أبيه قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف بن بشر الخشاب,الحسين بن محمد بن عبد الرحمن بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأنا أبو أحمد الجوهري أنبأنا أبو عمر بن حيوية أنبأنا أحمد بن معروف حدثنا الحسين بن الفهم أنبأنا محمد بن سعد أنبأنا محمد بن إسماعيل بن أبي فديك عن هشام بن سعد عن زيد بن أسلم,9.00,1,أبو بكر الأنصاري,أبو أحمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أخبرنا أبو محمد الجوهري أنبأنا أبو عمر بن حيوية أخبرنا أحمد بن معروف حدثنا الحسين بن الفهم أخبرنا محمد بن سعد أنبأنا جرير بن عبد الحميد الضبي عن ليث عن مجاهد,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,اخبرنا أبو بكر الأنصاري أنا الحسن بن علي الشاهد أنا محمد بن العباس أنا أحمد بن معروف أنا الحسين بن محمد أنا محمد بن سعد أنا إسماعيل بن إبراهيم عن ابن عون عن عمير بن إسحاق قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي الشاهد,محمد بن العباس,أحمد بن معروف,الحسين بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد أنا محمد بن عمر أخبرني مصعب بن ثابت حدثني أبو الأسود محمد بن عبد الرحمن بن نوفل قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أبو الحسن أحمد بن معروف أنا الحسين بن الفهم أنا محمد بن سعد أنا محمد بن عمر نا فروة بن زبير عن عائشة بنت سعد قالت,9.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أبو الحسن أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الشيرازي أنا أبو عمر الخزاز أنا أبو الحسن الخشاب أنا الحسين بن الفهم نا محمد بن سعد أنا علي بن محمد المدائني عن يزيد بن عياض بن جعدبة عن عبدالله بن أبي بكر بن حزم قال,9.00,1,أبو بكر الأنصاري,أبو محمد الشيرازي,أبو عمر الخزاز,أبو الحسن الخشاب,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر أنا أبو الحسين أنا الحسين بن فهم نا محمد بن سعد أنا عمرو بن عاصم الكلابي نا جعفر بن سليمان ثنا ثابت البناني قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر,أبو الحسين,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد أنا روح بن عبادة نا هشام بن حسان عن بكر بن عبد الله المزني قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا محمد بن العباس أنا أبو الحسن الخشاب أنا الحسين بن محمد نا محمد بن سعد أنا أبو معاوية الضرير وعبد الله بن نمير قالا نا الأعمش عن زيد بن وهب قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,محمد بن العباس,أبو الحسن الخشاب,الحسين بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد أنبأ أبو بكر بن عبدالله بن أبي أويس حدثني عم جدتي الربيع بن مالك بن أبي عامر عن أبيه قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأنا أبو محمد الجوهري أنبأنا أبو عمر بن حيوية أنبأنا أحمد بن معروف أنبأنا الحارث بن أبي أسامة أنبأنا محمد بن سعد أنبأنا هاشم بن القاسم حدثنا أبو معشر عن يزيد بن زياد قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,الغزاة له ذكر أنبأنا أبو بكر الأنصاري عن الحسن بن علي الشيرازي أنا محمد بن العباس إجازة أنا سليمان بن إسحاق الجلاب أنا الحارث بن محمد أنا محمد بن سعد أنا محمد بن عمر الواقدي قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي الشيرازي,محمد بن العباس,سليمان بن إسحاق الجلاب,الحارث بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد أنا الفضل بن دكين نا أبو بكر بن عياش عن أبي إسحاق قال,9.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد ابن معروف أنا الحسين بن الفهم نا محمد بن سعد أنا عبد الملك بن عمر وأبو عامر العقدي نا محمد بن صالح نا عاصم بن عمر بن قتادة قال,9.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد ابن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيويه أنا أحمد بن معروف نا الحارث بن أبي أسامة أنا محمد بن سعد أنا هشام بن محمد بن السائب الكلبي عن أبيه وغيره قال,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيويه,أحمد بن معروف,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,وأخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم أنا محمد بن سعد أنا عفان بن مسلم وسليمان بن حرب قالا نا حماد بن سلمة,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف حدثنا الحسين بن الفهم أنا محمد بن سعد أنا عمرو بن عاصم حدثنا همام بن يحيى قال,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف حدثنا الحسين بن الفهم حدثنا محمد بن سعد أنا محمد بن عمر أخبرني عبد الله بن يزيد الهذلي قال,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أبو الحسن أحمد بن معروف حدثنا أبو محمد حارث بن أبي أسامة أنا أبو عبد الله محمد بن سعد أنا هشام بن محمد بن السائب الكلبي عن أبيه قال,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أبو الحسن أحمد بن معروف,أبو محمد حارث بن أبي أسامة,أبو عبد الله محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأنا الحسن بن علي أخبرنا محمد بن العباس الخزاز أخبرنا أحمد بن معروف الخشاب حدثنا الحسين بن محمد بن عبد الرحمن أخبرنا محمد بن سعد أخبرنا هوذة بن خليفة حدثنا عوف وعن محمد قال,8.00,1,أبو بكر الأنصاري,الحسن بن علي,محمد بن العباس الخزاز,أحمد بن معروف الخشاب,الحسين بن محمد بن عبد الرحمن,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر الخزاز أنا أحمد بن معروف نا الحسين بن فهم نا محمد بن سعد أنا مسلم بن إبراهيم نا جويرية بن,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر الخزاز,أحمد بن معروف,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن محمد نا محمد بن سعد أنا عفان بن مسلم نا حماد بن زيد,8.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأ أبو محمد الجوهري أنبأ أبو عمر بن حيوية أنبأ أحمد بن معروف نا الحارث بن أبي أسامة نا محمد بن سعد أنبأ محمد بن عمر,7.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف بن بشر نا الحسين بن محمد بن عبد الرحمن نا محمد بن سعد قال قالوا,7.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف بن بشر,الحسين بن محمد بن عبد الرحمن,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,اخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا محمد بن العباس أنا أحمد بن معروف نا الحسين بن محمد أنا محمد بن سعد أنا محمد بن عمر نا,7.00,1,أبو بكر الأنصاري,الحسن بن علي,محمد بن العباس,أحمد بن معروف,الحسين بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو بكر الأنصاري عن أبي محمد الجوهري عن أبي عمر بن حيوية أنا سليمان بن إسحاق أنا الحارث بن محمد أنا محمد بن سعد أنا محمد بن عمر قال,7.00,1,أبو بكر الأنصاري,أبي محمد الجوهري,أبي عمر بن حيوية,سليمان بن إسحاق,الحارث بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو بكر الأنصاري عن أبي محمد الجوهري عن أبي عمر بن حيوية أنا أبو أيوب سليمان بن إسحاق أنا الحارث بن محمد بن أبي أسامة أنا محمد بن سعد أنا محمد بن عمر الواقدي قال,7.00,1,أبو بكر الأنصاري,أبي محمد الجوهري,أبي عمر بن حيوية,أبو أيوب سليمان بن إسحاق,الحارث بن محمد بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد أنا أبو بكر بن عبدالله بن أبي أويس المدني نا,7.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو بكر الأنصاري عن أبي محمد الجوهري عن أبي عمر بن حيوية أنا سليمان بن إسحاق بن إبراهيم أنبأ الحارث بن أبي أسامة أنا محمد بن سعد أنا محمد بن عمر قال,7.00,1,أبو بكر الأنصاري,أبي محمد الجوهري,أبي عمر بن حيوية,سليمان بن إسحاق بن إبراهيم,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو بكر الأنصاري عن أبي محمد الجوهري عن أبي عمر الخزاز نا سليمان بن إسحاق نا الحارث بن أبي أسامة أنا محمد بن سعد أنا محمد بن عمر قال,7.00,1,أبو بكر الأنصاري,أبي محمد الجوهري,أبي عمر الخزاز,سليمان بن إسحاق,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحارث بن أبي أسامة أنا محمد بن سعد أنا محمد بن عمر,7.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف أنبأ الحارث بن أبي أسامة أنبأ محمد بن سعد أنا محمد بن عمر قال,7.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن فهم قال ونا محمد بن سعد قال,7.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر أنا أحمد بن معروف نا الحارث بن محمد نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر,أحمد بن معروف,الحارث بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيويه أنا أبو أيوب سليمان بن إسحاق بن إبراهيم الجلاب نا الحارث بن أبي أسامة نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيويه,أبو أيوب سليمان بن إسحاق بن إبراهيم الجلاب,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أبو أيوب سليمان بن إسحاق بن إبراهيم بن الخليل الجلاب نا الحارث بن أبي أسامة نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أبو أيوب سليمان بن إسحاق بن إبراهيم بن الخليل الجلاب,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف حدثنا الحسين بن الفهم حدثنا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا سليمان بن إسحاق بن إبراهيم الجلاب حدثنا الحارث بن أبي أسامة حدثنا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,سليمان بن إسحاق بن إبراهيم الجلاب,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أخبرنا أبو محمد الجوهري أنبأنا أبو عمر بن حيوية أخبرنا أحمد بن معروف حدثنا الحسين بن الفهم حدثنا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأنا أبو محمد الجوهري أنبأنا أبو عمر بن حيوية أنبأنا أحمد بن معروف نبأنا الحسين بن الفهم نبأنا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنبأنا أبو محمد الشاهد أنبأنا أبو عمر محمد بن العباس أنبأنا سليمان بن إسحاق بن إبراهيم الجلاب نبأنا الحارث بن أبي أسامة نبأنا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الشاهد,أبو عمر محمد بن العباس,سليمان بن إسحاق بن إبراهيم الجلاب,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا محمد بن العباس أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,الحسن بن علي,محمد بن العباس,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا سليمان بن اسحاق نا الحارث بن أبي أسامة نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,سليمان بن اسحاق,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنبأ أبو أيوب سليمان بن إسحاق الجلاب نا الحارث بن محمد نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أبو أيوب سليمان بن إسحاق الجلاب,الحارث بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا محمد بن العباس أنا سليمان بن إسحاق بن إبراهيم بن الخليل نا الحارث بن أبي أسامة نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,الحسن بن علي,محمد بن العباس,سليمان بن إسحاق بن إبراهيم بن الخليل,الحارث بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد,6.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا أبو عمر بن حيوية أنبأ أحمد بن معروف الخشاب أنا الحسين بن فهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف الخشاب,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الأنصاري أنا الحسن بن علي أنا محمد بن العباس أنا أحمد بن معروف أنا الحسين بن فهم نا محمد بن سعد قال,6.00,1,أبو بكر الأنصاري,الحسن بن علي,محمد بن العباس,أحمد بن معروف,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الحاسب أنا أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم أنا محمد بن سعد أنا محمد بن عمر أنا أبو بكر بن عبدالله بن أبي سبرة عن مسلم بن يسار عن ابن مرسا مولى لقريش قال عثمان بن عفان جمع القرآن في خلافة عمر أخبرنا أبو العز أحمد بن عبيدالله السلمي أنا أبو محمد الجوهري أنا علي بن محمد بن لؤلؤ أنا عمر بن أيوب السقطي أنا بشر بن الوليد الكندي القاضي أنا عبدالرحمن بن أبي الزناد عن أبيه عن عامر بن سعد أنه سمع عثمان بن عفان يقول,20.00,1,أبو بكر الحاسب,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الحاسب أنبأ أبو محمد الجوهري أنا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم نا محمد بن سعد أنا محمد بن عمر حدثني موسى بن عبيدة الربذي عن محمد بن كعب القرظي قال وأنا ابن أبي حبيبة عن داود بن الحصين عن أشياخهم ح قال وثنا عبد الرحمن بن أبي الزناد عن الأعرج عن أبيه قال,15.00,1,أبو بكر الحاسب,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو بكر الحاسب أنا أبو محمد الجوهري نا أبو عمر بن حيوية أنا أحمد بن معروف أنا الحسين بن الفهم ح وأخبرنا أبو بكر اللفتواني أنا أبو عمرو بن منده أنا الحسن بن محمد بن أحمد نا أحمد بن محمد بن عمر نا أبو بكر بن أبي الدنيا قالا أنا محمد بن سعد أنا عمرو بن عاصم الكلابي أنا أبو الأشهب حدثني عوف عن محمد بن سيرين,15.00,1,أبو بكر الحاسب,أبو محمد الجوهري,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,أبو بكر اللفتواني,أبو عمرو بن منده,الحسن بن محمد بن أحمد,أحمد بن محمد بن عمر,أبو بكر بن أبي الدنيا,محمد بن سعد,عمرو بن عاصم الكلابي,أبو الأشهب,عوف,محمد بن سيرين,,,,,,,,,,,,,,,,,,
